,trial_order,pid,scanid,time,group,list,task,run order,rerun,original run,num1,num2,num3,correct answer,offset,category,probset,iti_onset,iti_duration,stim_onset,stim_duration,response,accuracy,cumulative response time,response time
0,1,223,9181_1_1.3T2,pre,VNT,2,sym,3,1,3,12,4,16,1,0,small double,A,0.001,6.5,6.507,6,1,1,8.357,1.853
1,2,231,9181_1_1.3T2,pre,VNT,2,sym,3,1,3,2,8,13,2,3,small single,B,12.501,5.7,18.213,6,2,1,20.695,2.485
2,3,251,9181_1_1.3T2,pre,VNT,2,sym,3,1,3,24,0,24,1,0,large double,Control,24.206,4.3,28.534,6,1,1,30.702,2.171
3,4,235,9181_1_1.3T2,pre,VNT,2,sym,3,1,3,2,13,17,2,2,small double,B,34.532,4.0,38.509,6,2,1,40.959,2.453
4,5,233,9181_1_1.3T2,pre,VNT,2,sym,3,1,3,8,4,12,1,0,large single,B,44.503,4.9,49.415,6,1,1,51.931,2.519
5,6,221,9181_1_1.3T2,pre,VNT,2,sym,3,1,3,4,9,13,1,0,large single,A,55.409,4.1,59.505,6,1,1,61.506,2.004
6,7,247,9181_1_1.3T2,pre,VNT,2,sym,3,1,3,17,0,15,2,-2,small double,Control,65.516,7.6,73.126,6,2,1,75.324,2.201
7,8,245,9181_1_1.3T2,pre,VNT,2,sym,3,1,3,12,0,12,1,0,large single,Control,79.119,4.2,83.333,6,1,1,84.832,1.501
8,9,217,9181_1_1.3T2,pre,VNT,2,sym,3,1,3,6,2,10,2,2,small single,A,89.326,4.4,93.705,6,2,1,96.271,2.569
9,10,227,9181_1_1.3T2,pre,VNT,2,sym,3,1,3,19,6,28,2,3,large double,A,99.715,6.5,106.209,6,2,1,108.459,2.252
10,11,237,9181_1_1.3T2,pre,VNT,2,sym,3,1,3,18,4,24,2,2,large double,B,112.203,7.6,119.812,6,2,1,122.712,2.903
11,12,229,9181_1_1.3T2,pre,VNT,2,sym,3,1,3,3,5,8,1,0,small single,B,125.806,7.0,132.815,6,1,1,134.966,2.154
12,13,249,9181_1_1.3T2,pre,VNT,2,sym,3,1,3,20,0,18,2,-2,large double,Control,138.81,5.6,144.422,6,2,1,146.238,1.818
13,14,243,9181_1_1.3T2,pre,VNT,2,sym,3,1,3,9,0,12,2,3,large single,Control,150.433,7.5,157.947,6,2,1,160.707,2.763
14,15,219,9181_1_1.3T2,pre,VNT,2,sym,3,1,3,5,4,9,1,0,small single,A,163.92,7.6,171.511,6,1,1,174.128,2.619
15,16,225,9181_1_1.3T2,pre,VNT,2,sym,3,1,3,9,14,23,1,0,large double,A,177.505,4.3,181.802,6,1,1,186.199,4.4
16,17,241,9181_1_1.3T2,pre,VNT,2,sym,3,1,3,4,0,7,2,3,small single,Control,187.812,4.4,192.225,6,2,1,194.224,2.001
17,18,239,9181_1_1.3T2,pre,VNT,2,sym,3,1,3,8,17,25,1,0,large double,B,198.22,7.2,205.411,6,1,1,209.942,4.534
