,trial_order,pid,scanid,time,group,list,task,run order,rerun,original run,num1,num2,num3,correct answer,offset,category,probset,iti_onset,iti_duration,stim_onset,stim_duration,response,accuracy,cumulative response time,response time
0,1,3,9228_1_1.3T2,pre,VNT,1,sym,2,0,1,8,6,14,1,0,large single,A,0.001,6.5,6.509,6,1,1,10.907,4.401
1,2,19,9228_1_1.3T2,pre,VNT,1,sym,2,0,1,2,17,20,2,1,small double,B,12.503,5.7,18.214,6,2,1,20.548,2.336
2,3,15,9228_1_1.3T2,pre,VNT,1,sym,2,0,1,5,9,14,1,0,large single,B,24.208,4.3,28.504,6,1,1,31.653,3.152
3,4,29,9228_1_1.3T2,pre,VNT,1,sym,2,0,1,11,0,13,2,2,large single,Control,34.515,4.0,38.527,6,2,1,39.961,1.437
4,5,21,9228_1_1.3T2,pre,VNT,1,sym,2,0,1,13,9,22,1,0,large double,B,44.521,4.9,49.416,6,,,,
5,6,11,9228_1_1.3T2,pre,VNT,1,sym,2,0,1,19,7,23,2,-3,large double,A,55.411,4.1,59.507,6,2,1,62.939,3.435
6,7,27,9228_1_1.3T2,pre,VNT,1,sym,2,0,1,6,0,4,2,-2,small single,Control,65.501,7.6,73.126,6,2,1,75.376,2.252
7,8,25,9228_1_1.3T2,pre,VNT,1,sym,2,0,1,2,0,2,1,0,small single,Control,79.12,4.2,83.333,6,1,1,85.35,2.019
8,9,7,9228_1_1.3T2,pre,VNT,1,sym,2,0,1,13,6,20,2,1,small double,A,89.329,4.4,93.706,6,2,1,99.02,5.317
9,10,1,9228_1_1.3T2,pre,VNT,1,sym,2,0,1,2,4,7,2,1,small single,A,99.717,6.5,106.21,6,2,1,108.311,2.103
10,11,13,9228_1_1.3T2,pre,VNT,1,sym,2,0,1,3,2,5,1,0,small single,B,112.205,7.6,119.814,6,1,1,122.532,2.722
11,12,17,9228_1_1.3T2,pre,VNT,1,sym,2,0,1,8,9,19,2,2,large single,B,125.808,7.0,132.8,6,2,1,135.401,2.603
12,13,9,9228_1_1.3T2,pre,VNT,1,sym,2,0,1,5,17,22,1,0,large double,A,138.812,5.6,144.406,6,1,1,148.221,3.817
13,14,33,9228_1_1.3T2,pre,VNT,1,sym,2,0,1,19,0,19,1,0,small double,Control,150.417,7.5,157.925,6,1,1,161.024,3.101
14,15,35,9228_1_1.3T2,pre,VNT,1,sym,2,0,1,22,0,21,2,-1,large double,Control,163.92,7.6,171.529,6,2,1,173.046,1.52
15,16,23,9228_1_1.3T2,pre,VNT,1,sym,2,0,1,9,18,26,2,-1,large double,B,177.523,4.3,181.802,6,2,1,186.917,5.118
16,17,31,9228_1_1.3T2,pre,VNT,1,sym,2,0,1,14,0,14,1,0,small double,Control,187.813,4.4,192.225,6,1,1,193.609,1.388
17,18,5,9228_1_1.3T2,pre,VNT,1,sym,2,0,1,9,7,16,1,0,large single,A,198.219,7.2,205.412,6,1,1,209.56,4.151
