,trial_order,pid,scanid,time,group,list,task,run order,rerun,original run,num1,num2,num3,correct answer,offset,category,probset,iti_onset,iti_duration,stim_onset,stim_duration,response,accuracy,cumulative response time,response time
0,1,3,9194_1_1.3T2,pre,SPT,1,sym,1,0,1,8,6,14,1,0,large single,A,0.001,6.5,6.512,6,1,1,9.661,3.151
1,2,19,9194_1_1.3T2,pre,SPT,1,sym,1,0,1,2,17,20,2,1,small double,B,12.507,5.7,18.202,6,2,1,21.483,3.284
2,3,15,9194_1_1.3T2,pre,SPT,1,sym,1,0,1,5,9,14,1,0,large single,B,24.211,4.3,28.507,6,1,1,31.573,3.068
3,4,29,9194_1_1.3T2,pre,SPT,1,sym,1,0,1,11,0,13,2,2,large single,Control,34.502,4.0,38.531,6,2,1,40.397,1.869
4,5,21,9194_1_1.3T2,pre,SPT,1,sym,1,0,1,13,9,22,1,0,large double,B,44.525,4.9,49.403,6,2,0,53.152,3.751
5,6,11,9194_1_1.3T2,pre,SPT,1,sym,1,0,1,19,7,23,2,-3,large double,A,55.414,4.1,59.51,6,2,1,62.909,3.401
6,7,27,9194_1_1.3T2,pre,SPT,1,sym,1,0,1,6,0,4,2,-2,small single,Control,65.504,7.6,73.13,6,2,1,74.647,1.52
7,8,25,9194_1_1.3T2,pre,SPT,1,sym,1,0,1,2,0,2,1,0,small single,Control,79.123,4.2,83.32,6,1,1,85.02,1.703
8,9,7,9194_1_1.3T2,pre,SPT,1,sym,1,0,1,13,6,20,2,1,small double,A,89.33,4.4,93.71,6,2,1,97.808,4.1
9,10,1,9194_1_1.3T2,pre,SPT,1,sym,1,0,1,2,4,7,2,1,small single,A,99.704,6.5,106.214,6,2,1,108.798,2.586
10,11,13,9194_1_1.3T2,pre,SPT,1,sym,1,0,1,3,2,5,1,0,small single,B,112.208,7.6,119.801,6,1,1,122.6,2.801
11,12,17,9194_1_1.3T2,pre,SPT,1,sym,1,0,1,8,9,19,2,2,large single,B,125.811,7.0,132.804,6,2,1,137.552,4.75
12,13,9,9194_1_1.3T2,pre,SPT,1,sym,1,0,1,5,17,22,1,0,large double,A,138.815,5.6,144.41,6,1,1,149.674,5.267
13,14,33,9194_1_1.3T2,pre,SPT,1,sym,1,0,1,19,0,19,1,0,small double,Control,150.404,7.5,157.947,6,1,1,159.647,1.702
14,15,35,9194_1_1.3T2,pre,SPT,1,sym,1,0,1,22,0,21,2,-1,large double,Control,163.923,7.6,171.533,6,2,1,173.417,1.886
15,16,23,9194_1_1.3T2,pre,SPT,1,sym,1,0,1,9,18,26,2,-1,large double,B,177.528,4.3,181.806,6,2,1,186.637,4.834
16,17,31,9194_1_1.3T2,pre,SPT,1,sym,1,0,1,14,0,14,1,0,small double,Control,187.818,4.4,192.243,6,1,1,194.096,1.855
17,18,5,9194_1_1.3T2,pre,SPT,1,sym,1,0,1,9,7,16,1,0,large single,A,198.227,7.2,205.401,6,1,1,208.149,2.751
