,trial_order,pid,scanid,time,group,list,task,run order,rerun,original run,num1,num2,num3,correct answer,offset,category,probset,iti_onset,iti_duration,stim_onset,stim_duration,response,accuracy,cumulative response time,response time
0,1,129,9063_1_1.3T2,pre,NCC,1,sym,2,0,4,18,2,22,2,2,small double,B,0.001,6.5,6.51,6,2,1,10.243,3.735
1,2,121,9063_1_1.3T2,pre,NCC,1,sym,2,0,4,2,7,8,2,-1,small single,B,12.505,5.4,17.917,6,2,1,20.566,2.651
2,3,113,9063_1_1.3T2,pre,NCC,1,sym,2,0,4,5,7,12,1,0,large single,A,23.911,4.4,28.307,6,1,1,32.321,4.017
3,4,143,9063_1_1.3T2,pre,NCC,1,sym,2,0,4,25,0,22,2,-3,large double,Control,34.317,5.0,39.334,6,2,1,41.228,1.897
4,5,127,9063_1_1.3T2,pre,NCC,1,sym,2,0,4,3,14,17,1,0,small double,B,45.321,7.6,52.915,6,1,1,56.481,3.568
5,6,137,9063_1_1.3T2,pre,NCC,1,sym,2,0,4,13,0,13,1,0,large single,Control,58.909,8.0,66.918,6,1,1,69.001,2.085
6,7,135,9063_1_1.3T2,pre,NCC,1,sym,2,0,4,8,0,10,2,2,large single,Control,72.927,4.1,77.037,6,2,1,78.492,1.457
7,8,123,9063_1_1.3T2,pre,NCC,1,sym,2,0,4,4,6,10,1,0,small single,B,83.017,4.1,87.115,6,1,1,89.683,2.571
8,9,139,9063_1_1.3T2,pre,NCC,1,sym,2,0,4,16,0,16,1,0,small double,Control,93.109,7.4,100.518,6,1,1,102.218,1.702
9,10,111,9063_1_1.3T2,pre,NCC,1,sym,2,0,4,7,3,12,2,2,small single,A,106.528,6.9,113.405,6,2,1,115.922,2.519
10,11,125,9063_1_1.3T2,pre,NCC,1,sym,2,0,4,9,3,12,1,0,large single,B,119.417,7.1,126.51,6,1,1,129.593,3.086
11,12,109,9063_1_1.3T2,pre,NCC,1,sym,2,0,4,6,3,9,1,0,small single,A,132.503,5.2,137.715,6,2,0,138.699,0.986
12,13,117,9063_1_1.3T2,pre,NCC,1,sym,2,0,4,5,14,22,2,3,small double,A,143.709,4.3,148.005,6,2,1,152.719,4.717
13,14,131,9063_1_1.3T2,pre,NCC,1,sym,2,0,4,16,7,25,2,2,large double,B,154.016,4.7,158.711,6,,,,
14,15,133,9063_1_1.3T2,pre,NCC,1,sym,2,0,4,5,0,6,2,1,small single,Control,164.705,4.3,169.017,6,2,1,170.567,1.553
15,16,115,9063_1_1.3T2,pre,NCC,1,sym,2,0,4,12,5,17,1,0,small double,A,175.027,7.1,182.104,6,1,1,185.054,2.952
16,17,119,9063_1_1.3T2,pre,NCC,1,sym,2,0,4,5,18,24,2,1,large double,A,188.115,5.2,193.31,6,2,1,196.609,3.302
17,18,141,9063_1_1.3T2,pre,NCC,1,sym,2,0,4,21,0,21,1,0,large double,Control,199.304,4.3,203.633,6,1,1,205.7,2.069
