,trial_order,pid,scanid,time,group,list,task,run order,rerun,original run,num1,num2,num3,correct answer,offset,category,probset,iti_onset,iti_duration,stim_onset,stim_duration,response,accuracy,cumulative response time,response time
0,1,553,9409_2_1.3T2,post,SPT,4,sym,1,0,4,7,2,9,1,0,small single,B,0.001,6.5,6.508,6,1,1,8.776,2.276
1,2,563,9409_2_1.3T2,post,SPT,4,sym,1,0,4,6,17,23,1,0,large double,B,12.503,5.4,17.914,6,1,1,20.564,2.653
2,3,549,9409_2_1.3T2,post,SPT,4,sym,1,0,4,15,4,18,2,-1,small double,A,23.908,4.4,28.303,6,2,1,30.937,2.637
3,4,567,9409_2_1.3T2,post,SPT,4,sym,1,0,4,8,0,8,1,0,large single,Control,34.315,5.0,39.326,6,1,1,40.643,1.319
4,5,557,9409_2_1.3T2,post,SPT,4,sym,1,0,4,3,9,14,2,2,large single,B,45.32,7.6,52.912,6,2,1,55.079,2.169
5,6,565,9409_2_1.3T2,post,SPT,4,sym,1,0,4,5,0,5,1,0,small single,Control,58.907,8.0,66.932,6,1,1,68.367,1.438
6,7,573,9409_2_1.3T2,post,SPT,4,sym,1,0,4,21,0,18,2,-3,large double,Control,72.926,4.1,77.023,6,2,1,78.756,1.735
7,8,559,9409_2_1.3T2,post,SPT,4,sym,1,0,4,13,4,14,2,-3,small double,B,83.033,4.1,87.112,6,2,1,89.695,2.585
8,9,569,9409_2_1.3T2,post,SPT,4,sym,1,0,4,13,0,14,2,1,large single,Control,93.107,7.4,100.532,6,1,0,101.933,1.404
9,10,547,9409_2_1.3T2,post,SPT,4,sym,1,0,4,2,15,17,1,0,small double,A,106.526,6.9,113.403,6,1,1,115.287,1.887
10,11,555,9409_2_1.3T2,post,SPT,4,sym,1,0,4,6,4,10,1,0,small single,B,119.414,7.1,126.506,6,1,1,128.523,2.02
11,12,551,9409_2_1.3T2,post,SPT,4,sym,1,0,4,15,8,25,2,2,large double,A,132.501,5.2,137.712,6,2,1,142.693,4.984
12,13,543,9409_2_1.3T2,post,SPT,4,sym,1,0,4,3,7,10,1,0,small single,A,143.706,4.3,148.002,6,1,1,149.919,1.92
13,14,561,9409_2_1.3T2,post,SPT,4,sym,1,0,4,8,12,20,1,0,small double,B,154.013,4.7,158.708,6,2,0,161.225,2.519
14,15,571,9409_2_1.3T2,post,SPT,4,sym,1,0,4,16,0,14,2,-2,small double,Control,164.703,4.3,169.031,6,2,1,170.898,1.869
15,16,541,9409_2_1.3T2,post,SPT,4,sym,1,0,4,3,6,8,2,-1,small single,A,175.025,7.1,182.102,6,2,1,184.918,2.819
16,17,545,9409_2_1.3T2,post,SPT,4,sym,1,0,4,7,5,12,1,0,large single,A,188.112,5.2,193.307,6,1,1,197.707,4.403
17,18,575,9409_2_1.3T2,post,SPT,4,sym,1,0,4,25,0,26,2,1,large double,Control,199.301,4.3,203.631,6,2,1,205.181,1.552
