,trial_order,pid,scanid,time,group,list,task,run order,rerun,original run,num1,num2,num3,correct answer,offset,category,probset,iti_onset,iti_duration,stim_onset,stim_duration,response,accuracy,cumulative response time,response time
0,1,435,9181_1_1.3T2,pre,VNT,4,sym,2,0,1,6,8,15,2,1,large single,A,0.001,6.5,6.514,6,2,1,9.247,2.736
1,2,455,9181_1_1.3T2,pre,VNT,4,sym,2,0,1,19,8,28,2,1,large double,B,12.509,5.7,18.203,6,2,1,21.452,3.251
2,3,447,9181_1_1.3T2,pre,VNT,4,sym,2,0,1,9,5,14,1,0,large single,B,24.214,4.3,28.509,6,1,1,30.111,1.604
3,4,461,9181_1_1.3T2,pre,VNT,4,sym,2,0,1,11,0,11,1,0,large single,Control,34.503,4.0,38.534,6,1,1,39.833,1.302
4,5,453,9181_1_1.3T2,pre,VNT,4,sym,2,0,1,3,19,21,2,-1,large double,B,44.528,4.9,49.405,6,2,1,52.672,3.269
5,6,433,9181_1_1.3T2,pre,VNT,4,sym,2,0,1,4,2,6,1,0,small single,A,55.417,4.1,59.512,6,1,1,62.095,2.586
6,7,459,9181_1_1.3T2,pre,VNT,4,sym,2,0,1,6,0,6,1,0,small single,Control,65.507,7.6,73.157,6,1,1,74.532,1.377
7,8,467,9181_1_1.3T2,pre,VNT,4,sym,2,0,1,22,0,20,2,-2,large double,Control,79.14,4.2,83.338,6,2,1,85.323,1.988
8,9,439,9181_1_1.3T2,pre,VNT,4,sym,2,0,1,3,16,21,2,2,small double,A,89.334,4.4,93.712,6,2,1,96.861,3.152
9,10,437,9181_1_1.3T2,pre,VNT,4,sym,2,0,1,7,9,17,2,1,large single,A,99.706,6.5,106.217,6,2,1,108.283,2.069
10,11,449,9181_1_1.3T2,pre,VNT,4,sym,2,0,1,9,8,17,1,0,large single,B,112.211,7.6,119.804,6,1,1,121.72,1.919
11,12,445,9181_1_1.3T2,pre,VNT,4,sym,2,0,1,2,3,6,2,1,small single,B,125.814,7.0,132.806,6,2,1,135.641,2.838
12,13,441,9181_1_1.3T2,pre,VNT,4,sym,2,0,1,15,7,19,2,-3,large double,A,138.801,5.6,144.412,6,2,1,147.428,3.019
13,14,457,9181_1_1.3T2,pre,VNT,4,sym,2,0,1,2,0,1,2,-1,small single,Control,150.406,7.5,157.933,6,2,1,159.716,1.785
14,15,463,9181_1_1.3T2,pre,VNT,4,sym,2,0,1,14,0,14,1,0,small double,Control,163.927,7.6,171.52,6,1,1,173.085,1.568
15,16,451,9181_1_1.3T2,pre,VNT,4,sym,2,0,1,12,7,19,1,0,small double,B,177.53,4.3,181.809,6,1,1,184.642,2.835
16,17,465,9181_1_1.3T2,pre,VNT,4,sym,2,0,1,19,0,19,1,0,small double,Control,187.803,4.4,192.233,6,1,1,194.531,2.301
17,18,443,9181_1_1.3T2,pre,VNT,4,sym,2,0,1,9,17,26,1,0,large double,A,198.226,7.2,205.402,6,1,1,210.25,4.85
