,trial_order,pid,scanid,time,group,list,task,run order,rerun,original run,num1,num2,num3,correct answer,offset,category,probset,iti_onset,iti_duration,stim_onset,stim_duration,response,accuracy,cumulative response time,response time
0,1,187,9409_2_1.3T2,post,SPT,2,sym,3,1,2,16,2,15,2,-3,small double,A,0.001,6.5,6.515,6,2,1,8.616,2.104
1,2,201,9409_2_1.3T2,post,SPT,2,sym,3,1,2,14,6,21,2,1,small double,B,12.509,5.7,18.204,6,2,1,20.421,2.22
2,3,195,9409_2_1.3T2,post,SPT,2,sym,3,1,2,6,7,15,2,2,large single,B,24.214,4.3,28.51,6,1,0,31.66,3.152
3,4,211,9409_2_1.3T2,post,SPT,2,sym,3,1,2,15,0,15,1,0,small double,Control,34.505,4.0,38.534,6,2,0,40.633,2.102
4,5,197,9409_2_1.3T2,post,SPT,2,sym,3,1,2,7,8,15,1,0,large single,B,44.527,4.9,49.406,6,1,1,53.455,4.051
5,6,191,9409_2_1.3T2,post,SPT,2,sym,3,1,2,8,16,24,1,0,large double,A,55.417,4.1,59.513,6,1,1,63.428,3.918
6,7,183,9409_2_1.3T2,post,SPT,2,sym,3,1,2,8,5,14,2,1,large single,A,65.507,7.6,73.116,6,1,0,78.164,5.05
7,8,205,9409_2_1.3T2,post,SPT,2,sym,3,1,2,3,0,3,1,0,small single,Control,79.111,4.2,83.322,6,1,1,84.824,1.504
8,9,207,9409_2_1.3T2,post,SPT,2,sym,3,1,2,7,0,7,1,0,small single,Control,89.317,4.4,93.73,6,1,1,95.115,1.388
9,10,203,9409_2_1.3T2,post,SPT,2,sym,3,1,2,19,5,25,2,1,large double,B,99.723,6.5,106.217,6,2,1,109.484,3.271
10,11,193,9409_2_1.3T2,post,SPT,2,sym,3,1,2,4,3,7,1,0,small single,B,112.211,7.6,119.803,6,1,1,123.136,3.336
11,12,189,9409_2_1.3T2,post,SPT,2,sym,3,1,2,3,17,19,2,-1,small double,A,125.814,7.0,132.807,6,2,1,137.074,4.27
12,13,209,9409_2_1.3T2,post,SPT,2,sym,3,1,2,10,0,11,2,1,large single,Control,138.802,5.6,144.429,6,2,1,145.946,1.519
13,14,215,9409_2_1.3T2,post,SPT,2,sym,3,1,2,23,0,21,2,-2,large double,Control,150.424,7.5,157.932,6,2,1,159.3,1.37
14,15,185,9409_2_1.3T2,post,SPT,2,sym,3,1,2,9,6,15,1,0,large single,A,163.927,7.6,171.503,6,1,1,174.052,2.552
15,16,181,9409_2_1.3T2,post,SPT,2,sym,3,1,2,2,5,7,1,0,small single,A,177.513,4.3,181.809,6,1,1,185.391,3.585
16,17,199,9409_2_1.3T2,post,SPT,2,sym,3,1,2,5,13,17,2,-1,small double,B,187.803,4.4,192.215,6,2,1,195.482,3.269
17,18,213,9409_2_1.3T2,post,SPT,2,sym,3,1,2,18,0,18,1,0,small double,Control,198.21,7.2,205.419,6,1,1,207.352,1.936
