"scanid","X","trial_order","pid","time","group","list","task","run.order","rerun","original.run","num1","num2","num3","correct.answer","offset","category","probset","iti_onset","iti_duration","stim_onset","stim_duration","response","accuracy","cumulative.response.time","response.time","timedout","rtcorrect","rerun.order","taskname","training_group"
"9228_1_1.3T2",6,7,135,"pre","VNT",1,"sym",4,0,4,8,0,10,2,2,"large single","Control_Acc",72.93,4.1,77.019,6,2,1,81.968,4.954,0,4.954,NA,"sym1","A"
"9228_1_1.3T2",8,9,139,"pre","VNT",1,"sym",4,0,4,16,0,16,1,0,"small double","Control_Acc",93.104,7.4,100.529,6,1,1,102.03,1.503,0,1.503,NA,"sym1","A"
"9228_1_1.3T2",14,15,133,"pre","VNT",1,"sym",4,0,4,5,0,6,2,1,"small single","Control_Acc",164.716,4.3,169.029,6,2,1,170.279,1.252,0,1.252,NA,"sym1","A"
"9228_1_1.3T2",17,18,141,"pre","VNT",1,"sym",4,0,4,21,0,21,1,0,"large double","Control_Acc",199.315,4.3,203.627,6,1,1,204.912,1.287,0,1.287,NA,"sym1","A"
"9228_1_1.3T2",2,3,113,"pre","VNT",1,"sym",4,0,4,5,7,12,1,0,"large single","Trained_Acc",23.905,4.4,28.301,6,1,1,33.215,4.917,0,4.917,NA,"sym1","A"
"9228_1_1.3T2",9,10,111,"pre","VNT",1,"sym",4,0,4,7,3,12,2,2,"small single","Trained_Acc",106.523,6.9,113.417,6,2,1,116.166,2.752,0,2.752,NA,"sym1","A"
"9228_1_1.3T2",11,12,109,"pre","VNT",1,"sym",4,0,4,6,3,9,1,0,"small single","Trained_Acc",132.515,5.2,137.709,6,1,1,139.21,1.503,0,1.503,NA,"sym1","A"
"9228_1_1.3T2",12,13,117,"pre","VNT",1,"sym",4,0,4,5,14,22,2,3,"small double","Trained_Acc",143.704,4.3,148.016,6,2,1,150.866,2.852,0,2.852,NA,"sym1","A"
"9228_1_1.3T2",15,16,115,"pre","VNT",1,"sym",4,0,4,12,5,17,1,0,"small double","Trained_Acc",175.021,7.1,182.115,6,1,1,184.132,2.02,0,2.02,NA,"sym1","A"
"9228_1_1.3T2",16,17,119,"pre","VNT",1,"sym",4,0,4,5,18,24,2,1,"large double","Trained_Acc",188.11,5.2,193.304,6,2,1,196.937,3.635,0,3.635,NA,"sym1","A"
"9228_1_1.3T2",0,1,129,"pre","VNT",1,"sym",4,0,4,18,2,22,2,2,"small double","Untrained_Acc",0.001,6.5,6.506,6,2,1,8.789,2.286,0,2.286,NA,"sym1","A"
"9228_1_1.3T2",1,2,121,"pre","VNT",1,"sym",4,0,4,2,7,8,2,-1,"small single","Untrained_Acc",12.516,5.4,17.911,6,2,1,20.362,2.453,0,2.453,NA,"sym1","A"
"9228_1_1.3T2",4,5,127,"pre","VNT",1,"sym",4,0,4,3,14,17,1,0,"small double","Untrained_Acc",45.317,7.6,52.91,6,1,1,55.56,2.652,0,2.652,NA,"sym1","A"
"9228_1_1.3T2",7,8,123,"pre","VNT",1,"sym",4,0,4,4,6,10,1,0,"small single","Untrained_Acc",83.03,4.1,87.11,6,1,1,88.794,1.687,0,1.687,NA,"sym1","A"
"9228_1_1.3T2",10,11,125,"pre","VNT",1,"sym",4,0,4,9,3,12,1,0,"large single","Untrained_Acc",119.411,7.1,126.504,6,1,1,128.987,2.486,0,2.486,NA,"sym1","A"
"9228_1_1.3T2",13,14,131,"pre","VNT",1,"sym",4,0,4,16,7,25,2,2,"large double","Untrained_InAcc",154.01,4.7,158.705,6,NA,0,NA,NA,1,NA,NA,"sym1","A"
"9405_1_1.3T2",2,3,101,"pre","SPT",1,"sym",1,0,3,12,0,10,2,-2,"large single","Control_Acc",24.211,4.3,28.546,6,2,1,31.573,3.032,0,3.032,NA,"sym1","A"
"9405_1_1.3T2",6,7,99,"pre","SPT",1,"sym",1,0,3,9,0,11,2,2,"large single","Control_Acc",65.504,7.6,73.14,6,2,1,75.98,2.844,0,2.844,NA,"sym1","A"
"9405_1_1.3T2",7,8,107,"pre","SPT",1,"sym",1,0,3,24,0,24,1,0,"large double","Control_Acc",79.153,4.2,83.353,6,1,1,85.67,2.321,0,2.321,NA,"sym1","A"
"9405_1_1.3T2",12,13,103,"pre","SPT",1,"sym",1,0,3,17,0,16,2,-1,"small double","Control_Acc",138.815,5.6,144.457,6,2,1,147.692,3.239,0,3.239,NA,"sym1","A"
"9405_1_1.3T2",13,14,105,"pre","SPT",1,"sym",1,0,3,20,0,20,1,0,"large double","Control_Acc",150.44,7.5,157.961,6,1,1,159.747,1.79,0,1.79,NA,"sym1","A"
"9405_1_1.3T2",16,17,97,"pre","SPT",1,"sym",1,0,3,4,0,4,1,0,"small single","Control_Acc",187.816,4.4,192.254,6,1,1,195.046,2.796,0,2.796,NA,"sym1","A"
"9405_1_1.3T2",0,1,75,"pre","SPT",1,"sym",1,0,3,4,5,9,1,0,"small single","Trained_Acc",0.006,6.5,6.512,6,1,1,10.063,3.557,0,3.557,NA,"sym1","A"
"9405_1_1.3T2",8,9,79,"pre","SPT",1,"sym",1,0,3,4,12,16,1,0,"small double","Trained_Acc",89.368,4.4,93.709,6,1,1,97.558,3.87,0,3.87,NA,"sym1","A"
"9405_1_1.3T2",9,10,73,"pre","SPT",1,"sym",1,0,3,2,6,10,2,2,"small single","Trained_Acc",99.703,6.5,106.213,6,2,1,109.399,3.19,0,3.19,NA,"sym1","A"
"9405_1_1.3T2",15,16,77,"pre","SPT",1,"sym",1,0,3,9,4,10,2,-3,"large single","Trained_Acc",177.51,4.3,181.805,6,2,1,185.122,3.321,0,3.321,NA,"sym1","A"
"9405_1_1.3T2",5,6,81,"pre","SPT",1,"sym",1,0,3,14,9,23,1,0,"large double","Trained_InAcc",55.416,4.1,59.54,6,2,0,64.575,5.04,0,NA,NA,"sym1","A"
"9405_1_1.3T2",14,15,83,"pre","SPT",1,"sym",1,0,3,6,19,22,2,-3,"large double","Trained_InAcc",163.953,7.6,171.516,6,NA,0,NA,NA,1,NA,NA,"sym1","A"
"9405_1_1.3T2",1,2,89,"pre","SPT",1,"sym",1,0,3,4,8,12,1,0,"large single","Untrained_Acc",12.506,5.7,18.218,6,1,1,21.251,3.037,0,3.037,NA,"sym1","A"
"9405_1_1.3T2",4,5,87,"pre","SPT",1,"sym",1,0,3,8,2,9,2,-1,"small single","Untrained_Acc",44.508,4.9,49.402,6,2,1,52.371,2.973,0,2.973,NA,"sym1","A"
"9405_1_1.3T2",10,11,85,"pre","SPT",1,"sym",1,0,3,5,3,11,2,3,"small single","Untrained_Acc",112.207,7.6,119.817,6,2,1,122.985,3.204,0,3.204,NA,"sym1","A"
"9405_1_1.3T2",11,12,91,"pre","SPT",1,"sym",1,0,3,13,2,15,1,0,"small double","Untrained_Acc",125.811,7,132.804,6,1,1,137.371,4.572,0,4.572,NA,"sym1","A"
"9405_1_1.3T2",17,18,93,"pre","SPT",1,"sym",1,0,3,4,18,22,1,0,"large double","Untrained_Acc",198.23,7.2,205.416,6,1,1,210.932,5.521,0,5.521,NA,"sym1","A"
"9405_1_1.3T2",3,4,95,"pre","SPT",1,"sym",1,0,3,17,8,28,2,3,"large double","Untrained_InAcc",34.539,4,38.513,6,NA,0,NA,NA,1,NA,NA,"sym1","A"
"9409_1_1.3T2",3,4,567,"pre","SPT",4,"sym",1,0,4,8,0,8,1,0,"large single","Control_Acc",34.307,5,39.319,6,1,1,40.386,1.069,0,1.069,NA,"sym4","B"
"9409_1_1.3T2",5,6,565,"pre","SPT",4,"sym",1,0,4,5,0,5,1,0,"small single","Control_Acc",58.916,8,66.926,6,1,1,67.925,1.002,0,1.002,NA,"sym4","B"
"9409_1_1.3T2",6,7,573,"pre","SPT",4,"sym",1,0,4,21,0,18,2,-3,"large double","Control_Acc",72.919,4.1,77.032,6,2,1,78.698,1.668,0,1.668,NA,"sym4","B"
"9409_1_1.3T2",8,9,569,"pre","SPT",4,"sym",1,0,4,13,0,14,2,1,"large single","Control_Acc",93.115,7.4,100.525,6,2,1,102.307,1.785,0,1.785,NA,"sym4","B"
"9409_1_1.3T2",14,15,571,"pre","SPT",4,"sym",1,0,4,16,0,14,2,-2,"small double","Control_Acc",164.711,4.3,169.035,6,2,1,170.374,1.342,0,1.342,NA,"sym4","B"
"9409_1_1.3T2",17,18,575,"pre","SPT",4,"sym",1,0,4,25,0,26,2,1,"large double","Control_Acc",199.31,4.3,203.624,6,2,1,205.241,1.622,0,1.622,NA,"sym4","B"
"9409_1_1.3T2",0,1,553,"pre","SPT",4,"sym",1,0,4,7,2,9,1,0,"small single","Trained_Acc",0.001,6.5,6.501,6,1,1,8.968,2.47,0,2.47,NA,"sym4","B"
"9409_1_1.3T2",1,2,563,"pre","SPT",4,"sym",1,0,4,6,17,23,1,0,"large double","Trained_Acc",12.512,5.4,17.906,6,1,1,20.489,2.586,0,2.586,NA,"sym4","B"
"9409_1_1.3T2",7,8,559,"pre","SPT",4,"sym",1,0,4,13,4,14,2,-3,"small double","Trained_Acc",83.03,4.1,87.105,6,2,1,90.12,3.018,0,3.018,NA,"sym4","B"
"9409_1_1.3T2",10,11,555,"pre","SPT",4,"sym",1,0,4,6,4,10,1,0,"small single","Trained_Acc",119.406,7.1,126.515,6,1,1,128.949,2.436,0,2.436,NA,"sym4","B"
"9409_1_1.3T2",13,14,561,"pre","SPT",4,"sym",1,0,4,8,12,20,1,0,"small double","Trained_Acc",154.005,4.7,158.701,6,1,1,160.968,2.27,0,2.27,NA,"sym4","B"
"9409_1_1.3T2",4,5,557,"pre","SPT",4,"sym",1,0,4,3,9,14,2,2,"large single","Trained_InAcc",45.33,7.6,52.905,6,1,0,54.84,1.938,0,NA,NA,"sym4","B"
"9409_1_1.3T2",9,10,547,"pre","SPT",4,"sym",1,0,4,2,15,17,1,0,"small double","Untrained_Acc",106.525,6.9,113.412,6,1,1,116.111,2.702,0,2.702,NA,"sym4","B"
"9409_1_1.3T2",11,12,551,"pre","SPT",4,"sym",1,0,4,15,8,25,2,2,"large double","Untrained_Acc",132.51,5.2,137.704,6,2,1,139.605,1.904,0,1.904,NA,"sym4","B"
"9409_1_1.3T2",12,13,543,"pre","SPT",4,"sym",1,0,4,3,7,10,1,0,"small single","Untrained_Acc",143.715,4.3,148.011,6,1,1,150.078,2.07,0,2.07,NA,"sym4","B"
"9409_1_1.3T2",15,16,541,"pre","SPT",4,"sym",1,0,4,3,6,8,2,-1,"small single","Untrained_Acc",175.019,7.1,182.111,6,2,1,184.028,1.919,0,1.919,NA,"sym4","B"
"9409_1_1.3T2",2,3,549,"pre","SPT",4,"sym",1,0,4,15,4,18,2,-1,"small double","Untrained_InAcc",23.917,4.4,28.312,6,1,0,30.596,2.286,0,NA,NA,"sym4","B"
"9409_1_1.3T2",16,17,545,"pre","SPT",4,"sym",1,0,4,7,5,12,1,0,"large single","Untrained_InAcc",188.105,5.2,193.316,6,2,0,195.883,2.569,0,NA,NA,"sym4","B"
"9409_1_1.3T2",6,7,529,"pre","SPT",4,"sym",2,0,3,4,0,4,1,0,"small single","Control_Acc",65.501,7.6,73.127,6,1,1,74.311,1.186,0,1.186,NA,"sym4","B"
"9409_1_1.3T2",7,8,539,"pre","SPT",4,"sym",2,0,3,24,0,26,2,2,"large double","Control_Acc",79.121,4.2,83.334,6,2,1,85.05,1.719,0,1.719,NA,"sym4","B"
"9409_1_1.3T2",12,13,531,"pre","SPT",4,"sym",2,0,3,9,0,9,1,0,"large single","Control_Acc",138.812,5.6,144.425,6,1,1,145.673,1.251,0,1.251,NA,"sym4","B"
"9409_1_1.3T2",13,14,533,"pre","SPT",4,"sym",2,0,3,12,0,9,2,-3,"large single","Control_Acc",150.434,7.5,157.927,6,2,1,160.393,2.469,0,2.469,NA,"sym4","B"
"9409_1_1.3T2",16,17,537,"pre","SPT",4,"sym",2,0,3,20,0,20,1,0,"large double","Control_Acc",187.814,4.4,192.226,6,1,1,194.209,1.985,0,1.985,NA,"sym4","B"
"9409_1_1.3T2",2,3,535,"pre","SPT",4,"sym",2,0,3,17,0,17,1,0,"small double","Control_InAcc",24.208,4.3,28.521,6,2,0,29.871,1.353,0,NA,NA,"sym4","B"
"9409_1_1.3T2",1,2,519,"pre","SPT",4,"sym",2,0,3,2,8,10,1,0,"small single","Trained_Acc",12.503,5.7,18.214,6,1,1,19.698,1.487,0,1.487,NA,"sym4","B"
"9409_1_1.3T2",3,4,521,"pre","SPT",4,"sym",2,0,3,8,4,13,2,1,"large single","Trained_Acc",34.532,4,38.51,6,2,1,41.461,2.954,0,2.954,NA,"sym4","B"
"9409_1_1.3T2",10,11,527,"pre","SPT",4,"sym",2,0,3,7,18,23,2,-2,"large double","Trained_Acc",112.204,7.6,119.813,6,2,1,123.213,3.402,0,3.402,NA,"sym4","B"
"9409_1_1.3T2",11,12,525,"pre","SPT",4,"sym",2,0,3,14,8,22,1,0,"large double","Trained_Acc",125.808,7,132.801,6,1,1,135.634,2.835,0,2.835,NA,"sym4","B"
"9409_1_1.3T2",17,18,523,"pre","SPT",4,"sym",2,0,3,3,12,15,1,0,"small double","Trained_Acc",198.221,7.2,205.413,6,1,1,208.762,3.351,0,3.351,NA,"sym4","B"
"9409_1_1.3T2",4,5,517,"pre","SPT",4,"sym",2,0,3,3,5,7,2,-1,"small single","Trained_InAcc",44.505,4.9,49.416,6,1,0,52.283,2.869,0,NA,NA,"sym4","B"
"9409_1_1.3T2",15,16,511,"pre","SPT",4,"sym",2,0,3,14,2,19,2,3,"small double","Untrained_Acc",177.507,4.3,181.802,6,2,1,184.12,2.32,0,2.32,NA,"sym4","B"
"9409_1_1.3T2",0,1,507,"pre","SPT",4,"sym",2,0,3,5,4,10,2,1,"small single","Untrained_InAcc",0.001,6.5,6.509,6,1,0,8.143,1.636,0,NA,NA,"sym4","B"
"9409_1_1.3T2",5,6,513,"pre","SPT",4,"sym",2,0,3,4,19,26,2,3,"large double","Untrained_InAcc",55.41,4.1,59.507,6,1,0,61.84,2.336,0,NA,NA,"sym4","B"
"9409_1_1.3T2",8,9,505,"pre","SPT",4,"sym",2,0,3,6,2,8,1,0,"small single","Untrained_InAcc",89.328,4.4,93.706,6,2,0,95.623,1.92,0,NA,NA,"sym4","B"
"9409_1_1.3T2",9,10,509,"pre","SPT",4,"sym",2,0,3,4,9,14,2,1,"large single","Untrained_InAcc",99.717,6.5,106.21,6,1,0,108.544,2.336,0,NA,NA,"sym4","B"
"9409_1_1.3T2",14,15,515,"pre","SPT",4,"sym",2,0,3,16,9,25,1,0,"large double","Untrained_InAcc",163.921,7.6,171.513,6,2,0,174.279,2.769,0,NA,NA,"sym4","B"
"9409_1_1.3T2",3,4,503,"pre","SPT",4,"sym",3,0,2,23,0,23,1,0,"large double","Control_Acc",34.501,4,38.531,6,1,1,39.78,1.252,0,1.252,NA,"sym4","B"
"9409_1_1.3T2",7,8,497,"pre","SPT",4,"sym",3,0,2,10,0,10,1,0,"large single","Control_Acc",79.107,4.2,83.32,6,1,1,84.387,1.07,0,1.07,NA,"sym4","B"
"9409_1_1.3T2",8,9,493,"pre","SPT",4,"sym",3,0,2,3,0,1,2,-2,"small single","Control_Acc",89.33,4.4,93.726,6,2,1,95.709,1.985,0,1.985,NA,"sym4","B"
"9409_1_1.3T2",12,13,501,"pre","SPT",4,"sym",3,0,2,18,0,17,2,-1,"small double","Control_Acc",138.815,5.6,144.427,6,2,1,145.826,1.401,0,1.401,NA,"sym4","B"
"9409_1_1.3T2",13,14,499,"pre","SPT",4,"sym",3,0,2,15,0,18,2,3,"small double","Control_Acc",150.42,7.5,157.93,6,2,1,159.496,1.569,0,1.569,NA,"sym4","B"
"9409_1_1.3T2",17,18,495,"pre","SPT",4,"sym",3,0,2,7,0,6,2,-1,"small single","Control_Acc",198.206,7.2,205.441,6,2,1,207.298,1.86,0,1.86,NA,"sym4","B"
"9409_1_1.3T2",2,3,487,"pre","SPT",4,"sym",3,0,2,3,15,18,1,0,"small double","Trained_Acc",24.211,4.3,28.507,6,1,1,33.371,4.867,0,4.867,NA,"sym4","B"
"9409_1_1.3T2",9,10,489,"pre","SPT",4,"sym",3,0,2,16,4,20,1,0,"small double","Trained_Acc",99.72,6.5,106.213,6,1,1,108.297,2.087,0,2.087,NA,"sym4","B"
"9409_1_1.3T2",10,11,491,"pre","SPT",4,"sym",3,0,2,15,9,24,1,0,"large double","Trained_Acc",112.207,7.6,119.817,6,1,1,122.6,2.786,0,2.786,NA,"sym4","B"
"9409_1_1.3T2",16,17,481,"pre","SPT",4,"sym",3,0,2,4,3,10,2,3,"small single","Trained_Acc",187.816,4.4,192.212,6,2,1,195.478,3.268,0,3.268,NA,"sym4","B"
"9409_1_1.3T2",1,2,483,"pre","SPT",4,"sym",3,0,2,6,7,13,1,0,"large single","Trained_InAcc",12.506,5.7,18.217,6,2,0,21.267,3.052,0,NA,NA,"sym4","B"
"9409_1_1.3T2",4,5,485,"pre","SPT",4,"sym",3,0,2,7,8,16,2,1,"large single","Trained_InAcc",44.525,4.9,49.403,6,1,0,52.269,2.869,0,NA,NA,"sym4","B"
"9409_1_1.3T2",5,6,477,"pre","SPT",4,"sym",3,0,2,7,13,20,1,0,"small double","Untrained_Acc",55.413,4.1,59.509,6,1,1,62.575,3.068,0,3.068,NA,"sym4","B"
"9409_1_1.3T2",11,12,473,"pre","SPT",4,"sym",3,0,2,9,6,13,2,-2,"large single","Untrained_Acc",125.811,7,132.804,6,2,1,136.286,3.484,0,3.484,NA,"sym4","B"
"9409_1_1.3T2",14,15,471,"pre","SPT",4,"sym",3,0,2,8,5,13,1,0,"large single","Untrained_Acc",163.924,7.6,171.515,6,1,1,174.132,2.62,0,2.62,NA,"sym4","B"
"9409_1_1.3T2",15,16,469,"pre","SPT",4,"sym",3,0,2,2,5,4,2,-3,"small single","Untrained_Acc",177.509,4.3,181.805,6,2,1,184.772,2.971,0,2.971,NA,"sym4","B"
"9409_1_1.3T2",0,1,479,"pre","SPT",4,"sym",3,0,2,6,18,26,2,2,"large double","Untrained_InAcc",0.001,6.5,6.511,6,1,0,8.345,1.837,0,NA,NA,"sym4","B"
"9409_1_1.3T2",6,7,475,"pre","SPT",4,"sym",3,0,2,12,6,18,1,0,"small double","Untrained_InAcc",65.504,7.6,73.113,6,2,0,75.429,2.319,0,NA,NA,"sym4","B"
"9409_1_1.3T2",3,4,461,"pre","SPT",4,"sym",4,0,1,11,0,11,1,0,"large single","Control_Acc",34.511,4,38.525,6,1,1,39.774,1.252,0,1.252,NA,"sym4","B"
"9409_1_1.3T2",6,7,459,"pre","SPT",4,"sym",4,0,1,6,0,6,1,0,"small single","Control_Acc",65.513,7.6,73.124,6,1,1,74.24,1.119,0,1.119,NA,"sym4","B"
"9409_1_1.3T2",7,8,467,"pre","SPT",4,"sym",4,0,1,22,0,20,2,-2,"large double","Control_Acc",79.134,4.2,83.329,6,2,1,84.813,1.486,0,1.486,NA,"sym4","B"
"9409_1_1.3T2",13,14,457,"pre","SPT",4,"sym",4,0,1,2,0,1,2,-1,"small single","Control_Acc",150.413,7.5,157.924,6,2,1,159.073,1.152,0,1.152,NA,"sym4","B"
"9409_1_1.3T2",14,15,463,"pre","SPT",4,"sym",4,0,1,14,0,14,1,0,"small double","Control_Acc",163.934,7.6,171.526,6,1,1,172.842,1.319,0,1.319,NA,"sym4","B"
"9409_1_1.3T2",16,17,465,"pre","SPT",4,"sym",4,0,1,19,0,19,1,0,"small double","Control_Acc",187.809,4.4,192.222,6,1,1,193.639,1.419,0,1.419,NA,"sym4","B"
"9409_1_1.3T2",1,2,455,"pre","SPT",4,"sym",4,0,1,19,8,28,2,1,"large double","Trained_Acc",12.516,5.7,18.21,6,2,1,20.51,2.304,0,2.304,NA,"sym4","B"
"9409_1_1.3T2",2,3,447,"pre","SPT",4,"sym",4,0,1,9,5,14,1,0,"large single","Trained_Acc",24.204,4.3,28.516,6,1,1,30.433,1.92,0,1.92,NA,"sym4","B"
"9409_1_1.3T2",4,5,453,"pre","SPT",4,"sym",4,0,1,3,19,21,2,-1,"large double","Trained_Acc",44.518,4.9,49.412,6,2,1,52.828,3.418,0,3.418,NA,"sym4","B"
"9409_1_1.3T2",10,11,449,"pre","SPT",4,"sym",4,0,1,9,8,17,1,0,"large single","Trained_Acc",112.201,7.6,119.81,6,1,1,122.942,3.135,0,3.135,NA,"sym4","B"
"9409_1_1.3T2",11,12,445,"pre","SPT",4,"sym",4,0,1,2,3,6,2,1,"small single","Trained_Acc",125.804,7,132.813,6,2,1,136.129,3.318,0,3.318,NA,"sym4","B"
"9409_1_1.3T2",15,16,451,"pre","SPT",4,"sym",4,0,1,12,7,19,1,0,"small double","Trained_Acc",177.52,4.3,181.816,6,1,1,185.031,3.218,0,3.218,NA,"sym4","B"
"9409_1_1.3T2",5,6,433,"pre","SPT",4,"sym",4,0,1,4,2,6,1,0,"small single","Untrained_Acc",55.407,4.1,59.502,6,1,1,61.32,1.82,0,1.82,NA,"sym4","B"
"9409_1_1.3T2",8,9,439,"pre","SPT",4,"sym",4,0,1,3,16,21,2,2,"small double","Untrained_Acc",89.325,4.4,93.702,6,2,1,95.904,2.205,0,2.205,NA,"sym4","B"
"9409_1_1.3T2",9,10,437,"pre","SPT",4,"sym",4,0,1,7,9,17,2,1,"large single","Untrained_Acc",99.713,6.5,106.206,6,2,1,109.189,2.985,0,2.985,NA,"sym4","B"
"9409_1_1.3T2",12,13,441,"pre","SPT",4,"sym",4,0,1,15,7,19,2,-3,"large double","Untrained_Acc",138.808,5.6,144.402,6,2,1,147.585,3.186,0,3.186,NA,"sym4","B"
"9409_1_1.3T2",17,18,443,"pre","SPT",4,"sym",4,0,1,9,17,26,1,0,"large double","Untrained_Acc",198.233,7.2,205.408,6,1,1,208.508,3.102,0,3.102,NA,"sym4","B"
"9409_1_1.3T2",0,1,435,"pre","SPT",4,"sym",4,0,1,6,8,15,2,1,"large single","Untrained_InAcc",0.001,6.5,6.505,6,1,0,8.306,1.805,0,NA,NA,"sym4","B"
"9409_1_1.3T2",2,3,251,"pre","SPT",2,"sym",NA,1,3,24,0,24,1,0,"large double","Control_Acc",24.216,4.3,28.53,6,1,1,29.663,1.135,0,1.135,2,"sym2","B"
"9409_1_1.3T2",3,4,175,"pre","SPT",2,"sym",NA,1,1,14,0,13,2,-1,"small double","Control_Acc",34.509,4,38.522,6,2,1,40.039,1.519,0,1.519,4,"sym2","B"
"9409_1_1.3T2",3,4,211,"pre","SPT",2,"sym",NA,1,2,15,0,15,1,0,"small double","Control_Acc",34.512,4,38.526,6,1,1,39.693,1.17,0,1.17,3,"sym2","B"
"9409_1_1.3T2",3,4,281,"pre","SPT",2,"sym",NA,1,4,13,0,13,1,0,"large single","Control_Acc",34.309,5,39.322,6,1,1,40.555,1.235,0,1.235,1,"sym2","B"
"9409_1_1.3T2",5,6,277,"pre","SPT",2,"sym",NA,1,4,5,0,7,2,2,"small single","Control_Acc",58.902,8,66.94,6,2,1,68.861,1.924,0,1.924,1,"sym2","B"
"9409_1_1.3T2",6,7,247,"pre","SPT",2,"sym",NA,1,3,17,0,15,2,-2,"small double","Control_Acc",65.509,7.6,73.128,6,2,1,75.071,1.947,0,1.947,2,"sym2","B"
"9409_1_1.3T2",6,7,179,"pre","SPT",2,"sym",NA,1,1,22,0,22,1,0,"large double","Control_Acc",65.512,7.6,73.128,6,1,1,74.838,1.714,0,1.714,4,"sym2","B"
"9409_1_1.3T2",6,7,283,"pre","SPT",2,"sym",NA,1,4,16,0,16,1,0,"small double","Control_Acc",72.923,4.1,77.019,6,1,1,78.335,1.32,0,1.32,1,"sym2","B"
"9409_1_1.3T2",7,8,171,"pre","SPT",2,"sym",NA,1,1,6,0,3,2,-3,"small single","Control_Acc",79.132,4.2,83.331,6,2,1,85.544,2.217,0,2.217,4,"sym2","B"
"9409_1_1.3T2",7,8,205,"pre","SPT",2,"sym",NA,1,2,3,0,3,1,0,"small single","Control_Acc",79.102,4.2,83.335,6,1,1,84.431,1.098,0,1.098,3,"sym2","B"
"9409_1_1.3T2",7,8,245,"pre","SPT",2,"sym",NA,1,3,12,0,12,1,0,"large single","Control_Acc",79.153,4.2,83.349,6,1,1,85.076,1.732,0,1.732,2,"sym2","B"
"9409_1_1.3T2",8,9,207,"pre","SPT",2,"sym",NA,1,2,7,0,7,1,0,"small single","Control_Acc",89.326,4.4,93.721,6,1,1,94.688,0.97,0,0.97,3,"sym2","B"
"9409_1_1.3T2",8,9,279,"pre","SPT",2,"sym",NA,1,4,8,0,11,2,3,"large single","Control_Acc",93.101,7.4,100.548,6,2,1,102.162,1.619,0,1.619,1,"sym2","B"
"9409_1_1.3T2",12,13,209,"pre","SPT",2,"sym",NA,1,2,10,0,11,2,1,"large single","Control_Acc",138.809,5.6,144.425,6,2,1,146.287,1.864,0,1.864,3,"sym2","B"
"9409_1_1.3T2",12,13,249,"pre","SPT",2,"sym",NA,1,3,20,0,18,2,-2,"large double","Control_Acc",138.803,5.6,144.437,6,2,1,146.231,1.796,0,1.796,2,"sym2","B"
"9409_1_1.3T2",13,14,169,"pre","SPT",2,"sym",NA,1,1,2,0,2,1,0,"small single","Control_Acc",150.412,7.5,157.921,6,1,1,160.137,2.218,0,2.218,4,"sym2","B"
"9409_1_1.3T2",13,14,215,"pre","SPT",2,"sym",NA,1,2,23,0,21,2,-2,"large double","Control_Acc",150.432,7.5,157.926,6,2,1,160.206,2.283,0,2.283,3,"sym2","B"
"9409_1_1.3T2",13,14,243,"pre","SPT",2,"sym",NA,1,3,9,0,12,2,3,"large single","Control_Acc",150.43,7.5,157.934,6,2,1,159.403,1.475,0,1.475,2,"sym2","B"
"9409_1_1.3T2",14,15,287,"pre","SPT",2,"sym",NA,1,4,25,0,25,1,0,"large double","Control_Acc",164.714,4.3,169.029,6,1,1,170.194,1.168,0,1.168,1,"sym2","B"
"9409_1_1.3T2",14,15,177,"pre","SPT",2,"sym",NA,1,1,19,0,17,2,-2,"small double","Control_Acc",163.938,7.6,171.525,6,2,1,173.141,1.618,0,1.618,4,"sym2","B"
"9409_1_1.3T2",16,17,173,"pre","SPT",2,"sym",NA,1,1,11,0,12,2,1,"large single","Control_Acc",187.808,4.4,192.221,6,2,1,196.185,3.966,0,3.966,4,"sym2","B"
"9409_1_1.3T2",16,17,241,"pre","SPT",2,"sym",NA,1,3,4,0,7,2,3,"small single","Control_Acc",187.805,4.4,192.229,6,2,1,193.867,1.641,0,1.641,2,"sym2","B"
"9409_1_1.3T2",17,18,285,"pre","SPT",2,"sym",NA,1,4,21,0,21,1,0,"large double","Control_Acc",199.313,4.3,203.626,6,1,1,204.843,1.219,0,1.219,1,"sym2","B"
"9409_1_1.3T2",17,18,213,"pre","SPT",2,"sym",NA,1,2,18,0,18,1,0,"small double","Control_Acc",198.201,7.2,205.431,6,1,1,206.561,1.132,0,1.132,3,"sym2","B"
"9409_1_1.3T2",1,2,273,"pre","SPT",2,"sym",NA,1,4,2,18,23,2,3,"small double","Trained_Acc",12.514,5.4,17.908,6,2,1,19.976,2.07,0,2.07,1,"sym2","B"
"9409_1_1.3T2",1,2,231,"pre","SPT",2,"sym",NA,1,3,2,8,13,2,3,"small single","Trained_Acc",12.511,5.7,18.205,6,2,1,20.139,1.937,0,1.937,2,"sym2","B"
"9409_1_1.3T2",1,2,201,"pre","SPT",2,"sym",NA,1,2,14,6,21,2,1,"small double","Trained_Acc",12.501,5.7,18.211,6,2,1,20.511,2.302,0,2.302,3,"sym2","B"
"9409_1_1.3T2",2,3,161,"pre","SPT",2,"sym",NA,1,1,9,8,20,2,3,"large single","Trained_Acc",24.203,4.3,28.515,6,2,1,31.415,2.903,0,2.903,4,"sym2","B"
