"scanid","X","trial_order","pid","time","group","list","task","run.order","rerun","original.run","num1","num2","num3","correct.answer","offset","category","probset","iti_onset","iti_duration","stim_onset","stim_duration","response","accuracy","cumulative.response.time","response.time","timedout","rtcorrect","rerun.order","taskname","training_group"
"9409_1_1.3T2",3,4,235,"pre","SPT",2,"sym",NA,1,3,2,13,17,2,2,"small double","Trained_Acc",34.523,4,38.502,6,2,1,42.584,4.084,0,4.084,2,"sym2","B"
"9409_1_1.3T2",4,5,233,"pre","SPT",2,"sym",NA,1,3,8,4,12,1,0,"large single","Trained_Acc",44.513,4.9,49.408,6,1,1,51.408,2.003,0,2.003,2,"sym2","B"
"9409_1_1.3T2",4,5,197,"pre","SPT",2,"sym",NA,1,2,7,8,15,1,0,"large single","Trained_Acc",44.521,4.9,49.414,6,1,1,52.814,3.402,0,3.402,3,"sym2","B"
"9409_1_1.3T2",4,5,265,"pre","SPT",2,"sym",NA,1,4,7,2,11,2,2,"small single","Trained_Acc",45.348,7.6,52.908,6,2,1,55.093,2.19,0,2.19,1,"sym2","B"
"9409_1_1.3T2",7,8,271,"pre","SPT",2,"sym",NA,1,4,14,3,17,1,0,"small double","Trained_Acc",83.033,4.1,87.107,6,1,1,91.024,3.921,0,3.921,1,"sym2","B"
"9409_1_1.3T2",9,10,203,"pre","SPT",2,"sym",NA,1,2,19,5,25,2,1,"large double","Trained_Acc",99.732,6.5,106.208,6,2,1,108.409,2.204,0,2.204,3,"sym2","B"
"9409_1_1.3T2",10,11,237,"pre","SPT",2,"sym",NA,1,3,18,4,24,2,2,"large double","Trained_Acc",112.213,7.6,119.805,6,2,1,124.489,4.688,0,4.688,2,"sym2","B"
"9409_1_1.3T2",10,11,159,"pre","SPT",2,"sym",NA,1,1,9,5,17,2,3,"large single","Trained_Acc",112.216,7.6,119.808,6,2,1,123.874,4.068,0,4.068,4,"sym2","B"
"9409_1_1.3T2",10,11,193,"pre","SPT",2,"sym",NA,1,2,4,3,7,1,0,"small single","Trained_Acc",112.203,7.6,119.811,6,1,1,122.994,3.185,0,3.185,3,"sym2","B"
"9409_1_1.3T2",10,11,269,"pre","SPT",2,"sym",NA,1,4,3,9,12,1,0,"large single","Trained_Acc",119.409,7.1,126.502,6,1,1,128.62,2.122,0,2.122,1,"sym2","B"
"9409_1_1.3T2",11,12,229,"pre","SPT",2,"sym",NA,1,3,3,5,8,1,0,"small single","Trained_Acc",125.816,7,132.809,6,1,1,135.841,3.036,0,3.036,2,"sym2","B"
"9409_1_1.3T2",11,12,163,"pre","SPT",2,"sym",NA,1,1,17,2,21,2,2,"small double","Trained_Acc",125.803,7,132.812,6,2,1,135.395,2.586,0,2.586,4,"sym2","B"
"9409_1_1.3T2",13,14,267,"pre","SPT",2,"sym",NA,1,4,6,4,12,2,2,"small single","Trained_Acc",154.008,4.7,158.703,6,2,1,160.67,1.97,0,1.97,1,"sym2","B"
"9409_1_1.3T2",0,1,275,"pre","SPT",2,"sym",NA,1,4,7,16,21,2,-2,"large double","Trained_InAcc",0.001,6.5,6.503,6,1,0,8.853,2.352,0,NA,1,"sym2","B"
"9409_1_1.3T2",1,2,167,"pre","SPT",2,"sym",NA,1,1,18,9,27,1,0,"large double","Trained_InAcc",12.514,5.7,18.209,6,2,0,21.459,3.254,0,NA,4,"sym2","B"
"9409_1_1.3T2",2,3,195,"pre","SPT",2,"sym",NA,1,2,6,7,15,2,2,"large single","Trained_InAcc",24.206,4.3,28.501,6,1,0,32.067,3.569,0,NA,3,"sym2","B"
"9409_1_1.3T2",4,5,157,"pre","SPT",2,"sym",NA,1,1,2,3,5,1,0,"small single","Trained_InAcc",44.533,4.9,49.411,6,2,0,51.594,2.186,0,NA,4,"sym2","B"
"9409_1_1.3T2",15,16,165,"pre","SPT",2,"sym",NA,1,1,9,13,22,1,0,"large double","Trained_InAcc",177.519,4.3,181.814,6,2,0,185.296,3.485,0,NA,4,"sym2","B"
"9409_1_1.3T2",16,17,199,"pre","SPT",2,"sym",NA,1,2,5,13,17,2,-1,"small double","Trained_InAcc",187.811,4.4,192.207,6,1,0,196.755,4.551,0,NA,3,"sym2","B"
"9409_1_1.3T2",17,18,239,"pre","SPT",2,"sym",NA,1,3,8,17,25,1,0,"large double","Trained_InAcc",198.229,7.2,205.404,6,2,0,209.521,4.12,0,NA,2,"sym2","B"
"9409_1_1.3T2",0,1,223,"pre","SPT",2,"sym",NA,1,3,12,4,16,1,0,"small double","Untrained_Acc",0.001,6.5,6.501,6,1,1,9.117,2.619,0,2.619,2,"sym2","B"
"9409_1_1.3T2",0,1,147,"pre","SPT",2,"sym",NA,1,1,6,8,14,1,0,"large single","Untrained_Acc",0.001,6.5,6.504,6,1,1,8.736,2.235,0,2.235,4,"sym2","B"
"9409_1_1.3T2",0,1,187,"pre","SPT",2,"sym",NA,1,2,16,2,15,2,-3,"small double","Untrained_Acc",0.001,6.5,6.506,6,2,1,8.64,2.136,0,2.136,3,"sym2","B"
"9409_1_1.3T2",2,3,263,"pre","SPT",2,"sym",NA,1,4,18,5,23,1,0,"large double","Untrained_Acc",23.903,4.4,28.315,6,1,1,32.114,3.802,0,3.802,1,"sym2","B"
"9409_1_1.3T2",5,6,151,"pre","SPT",2,"sym",NA,1,1,6,13,19,1,0,"small double","Untrained_Acc",55.405,4.1,59.501,6,1,1,64.216,4.717,0,4.717,4,"sym2","B"
"9409_1_1.3T2",5,6,221,"pre","SPT",2,"sym",NA,1,3,4,9,13,1,0,"large single","Untrained_Acc",55.402,4.1,59.515,6,1,1,61.682,2.17,0,2.17,2,"sym2","B"
"9409_1_1.3T2",6,7,183,"pre","SPT",2,"sym",NA,1,2,8,5,14,2,1,"large single","Untrained_Acc",65.515,7.6,73.107,6,2,1,77.389,4.284,0,4.284,3,"sym2","B"
"9409_1_1.3T2",8,9,145,"pre","SPT",2,"sym",NA,1,1,4,2,5,2,-1,"small single","Untrained_Acc",89.335,4.4,93.701,6,2,1,95.685,1.987,0,1.987,4,"sym2","B"
"9409_1_1.3T2",8,9,217,"pre","SPT",2,"sym",NA,1,3,6,2,10,2,2,"small single","Untrained_Acc",89.358,4.4,93.715,6,2,1,96.5,2.79,0,2.79,2,"sym2","B"
"9409_1_1.3T2",9,10,227,"pre","SPT",2,"sym",NA,1,3,19,6,28,2,3,"large double","Untrained_Acc",99.709,6.5,106.202,6,2,1,108.753,2.556,0,2.556,2,"sym2","B"
"9409_1_1.3T2",9,10,153,"pre","SPT",2,"sym",NA,1,1,17,5,22,1,0,"large double","Untrained_Acc",99.711,6.5,106.205,6,1,1,110.053,3.852,0,3.852,4,"sym2","B"
"9409_1_1.3T2",9,10,261,"pre","SPT",2,"sym",NA,1,4,14,5,19,1,0,"small double","Untrained_Acc",106.546,6.9,113.414,6,1,1,116.2,2.79,0,2.79,1,"sym2","B"
"9409_1_1.3T2",11,12,189,"pre","SPT",2,"sym",NA,1,2,3,17,19,2,-1,"small double","Untrained_Acc",125.805,7,132.815,6,2,1,136.53,3.718,0,3.718,3,"sym2","B"
"9409_1_1.3T2",11,12,259,"pre","SPT",2,"sym",NA,1,4,5,12,19,2,2,"small double","Untrained_Acc",132.512,5.2,137.707,6,2,1,141.157,3.454,0,3.454,1,"sym2","B"
"9409_1_1.3T2",12,13,255,"pre","SPT",2,"sym",NA,1,4,3,7,11,2,1,"small single","Untrained_Acc",143.702,4.3,148.014,6,2,1,151.446,3.435,0,3.435,1,"sym2","B"
"9409_1_1.3T2",14,15,219,"pre","SPT",2,"sym",NA,1,3,5,4,9,1,0,"small single","Untrained_Acc",163.934,7.6,171.504,6,1,1,174.038,2.536,0,2.536,2,"sym2","B"
"9409_1_1.3T2",14,15,185,"pre","SPT",2,"sym",NA,1,2,9,6,15,1,0,"large single","Untrained_Acc",163.918,7.6,171.51,6,1,1,175.358,3.851,0,3.851,3,"sym2","B"
"9409_1_1.3T2",15,16,181,"pre","SPT",2,"sym",NA,1,2,2,5,7,1,0,"small single","Untrained_Acc",177.504,4.3,181.8,6,1,1,185.1,3.303,0,3.303,3,"sym2","B"
"9409_1_1.3T2",15,16,253,"pre","SPT",2,"sym",NA,1,4,3,6,9,1,0,"small single","Untrained_Acc",175.02,7.1,182.114,6,1,1,186.961,4.85,0,4.85,1,"sym2","B"
"9409_1_1.3T2",17,18,155,"pre","SPT",2,"sym",NA,1,1,7,19,27,2,1,"large double","Untrained_Acc",198.231,7.2,205.407,6,2,1,209.722,4.317,0,4.317,4,"sym2","B"
"9409_1_1.3T2",5,6,191,"pre","SPT",2,"sym",NA,1,2,8,16,24,1,0,"large double","Untrained_InAcc",55.408,4.1,59.504,6,2,0,64.686,5.186,0,NA,3,"sym2","B"
"9409_1_1.3T2",12,13,149,"pre","SPT",2,"sym",NA,1,1,7,9,16,1,0,"large single","Untrained_InAcc",138.806,5.6,144.401,6,2,0,148.316,3.918,0,NA,4,"sym2","B"
"9409_1_1.3T2",15,16,225,"pre","SPT",2,"sym",NA,1,3,9,14,23,1,0,"large double","Untrained_InAcc",177.515,4.3,181.811,6,2,0,184.611,2.804,0,NA,2,"sym2","B"
"9409_1_1.3T2",16,17,257,"pre","SPT",2,"sym",NA,1,4,7,5,13,2,1,"large single","Untrained_InAcc",188.108,5.2,193.302,6,1,0,196.185,2.885,0,NA,1,"sym2","B"
"9409_2_1.3T2",2,3,502,"post","SPT",4,"grid",1,0,2,18,0,19,2,1,"small double","Control_Acc",24.207,4.3,28.522,6,2,1,30.512,1.994,0,1.994,NA,"grid4","B"
"9409_2_1.3T2",7,8,498,"post","SPT",4,"grid",1,0,2,10,0,7,1,-3,"large single","Control_Acc",79.104,4.2,83.333,6,1,1,86.22,2.89,0,2.89,NA,"grid4","B"
"9409_2_1.3T2",8,9,504,"post","SPT",4,"grid",1,0,2,23,0,21,1,-2,"large double","Control_Acc",89.328,4.4,93.725,6,1,1,96.313,2.591,0,2.591,NA,"grid4","B"
"9409_2_1.3T2",12,13,494,"post","SPT",4,"grid",1,0,2,3,0,4,2,1,"small single","Control_Acc",138.811,5.6,144.422,6,2,1,146.675,2.255,0,2.255,NA,"grid4","B"
"9409_2_1.3T2",13,14,500,"post","SPT",4,"grid",1,0,2,15,0,18,2,3,"small double","Control_Acc",150.435,7.5,157.926,6,2,1,160.55,2.627,0,2.627,NA,"grid4","B"
"9409_2_1.3T2",16,17,496,"post","SPT",4,"grid",1,0,2,7,0,4,1,-3,"small single","Control_Acc",187.83,4.4,192.228,6,1,1,196.593,4.367,0,4.367,NA,"grid4","B"
"9409_2_1.3T2",1,2,486,"post","SPT",4,"grid",1,0,2,7,8,14,1,-1,"large single","Trained_Acc",12.503,5.7,18.214,6,1,1,21.388,3.177,0,3.177,NA,"grid4","B"
"9409_2_1.3T2",4,5,488,"post","SPT",4,"grid",1,0,2,3,15,21,2,3,"small double","Trained_Acc",44.521,4.9,49.416,6,2,1,52.408,2.995,0,2.995,NA,"grid4","B"
"9409_2_1.3T2",9,10,490,"post","SPT",4,"grid",1,0,2,16,4,22,2,2,"small double","Trained_Acc",99.746,6.5,106.21,6,2,1,110.64,4.433,0,4.433,NA,"grid4","B"
"9409_2_1.3T2",10,11,484,"post","SPT",4,"grid",1,0,2,6,7,16,2,3,"large single","Trained_Acc",112.204,7.6,119.814,6,2,1,124.405,4.594,0,4.594,NA,"grid4","B"
"9409_2_1.3T2",15,16,482,"post","SPT",4,"grid",1,0,2,4,3,8,2,1,"small single","Trained_Acc",177.507,4.3,181.802,6,2,1,186.222,4.422,0,4.422,NA,"grid4","B"
"9409_2_1.3T2",3,4,492,"post","SPT",4,"grid",1,0,2,15,9,22,1,-2,"large double","Trained_InAcc",34.532,4,38.51,6,2,0,43.269,4.761,0,NA,NA,"grid4","B"
"9409_2_1.3T2",0,1,470,"post","SPT",4,"grid",1,0,2,2,5,4,1,-3,"small single","Untrained_Acc",0.001,6.5,6.509,6,1,1,9.531,3.024,0,3.024,NA,"grid4","B"
"9409_2_1.3T2",5,6,480,"post","SPT",4,"grid",1,0,2,6,18,23,1,-1,"large double","Untrained_Acc",55.411,4.1,59.507,6,1,1,63.289,3.786,0,3.786,NA,"grid4","B"
"9409_2_1.3T2",6,7,472,"post","SPT",4,"grid",1,0,2,8,5,15,2,2,"large single","Untrained_Acc",65.5,7.6,73.109,6,2,1,77.498,4.392,0,4.392,NA,"grid4","B"
"9409_2_1.3T2",14,15,478,"post","SPT",4,"grid",1,0,2,7,13,19,1,-1,"small double","Untrained_Acc",163.926,7.6,171.512,6,1,1,176.435,4.926,0,4.926,NA,"grid4","B"
"9409_2_1.3T2",11,12,474,"post","SPT",4,"grid",1,0,2,9,6,14,1,-1,"large single","Untrained_InAcc",125.821,7,132.801,6,2,0,137.789,4.991,0,NA,NA,"grid4","B"
"9409_2_1.3T2",17,18,476,"post","SPT",4,"grid",1,0,2,12,6,20,2,2,"small double","Untrained_InAcc",198.22,7.2,205.412,6,1,0,208.139,2.729,0,NA,NA,"grid4","B"
"9409_2_1.3T2",3,4,567,"post","SPT",4,"sym",1,0,4,8,0,8,1,0,"large single","Control_Acc",34.315,5,39.326,6,1,1,40.643,1.319,0,1.319,NA,"sym4","B"
"9409_2_1.3T2",5,6,565,"post","SPT",4,"sym",1,0,4,5,0,5,1,0,"small single","Control_Acc",58.907,8,66.932,6,1,1,68.367,1.438,0,1.438,NA,"sym4","B"
"9409_2_1.3T2",6,7,573,"post","SPT",4,"sym",1,0,4,21,0,18,2,-3,"large double","Control_Acc",72.926,4.1,77.023,6,2,1,78.756,1.735,0,1.735,NA,"sym4","B"
"9409_2_1.3T2",14,15,571,"post","SPT",4,"sym",1,0,4,16,0,14,2,-2,"small double","Control_Acc",164.703,4.3,169.031,6,2,1,170.898,1.869,0,1.869,NA,"sym4","B"
"9409_2_1.3T2",17,18,575,"post","SPT",4,"sym",1,0,4,25,0,26,2,1,"large double","Control_Acc",199.301,4.3,203.631,6,2,1,205.181,1.552,0,1.552,NA,"sym4","B"
"9409_2_1.3T2",8,9,569,"post","SPT",4,"sym",1,0,4,13,0,14,2,1,"large single","Control_InAcc",93.107,7.4,100.532,6,1,0,101.933,1.404,0,NA,NA,"sym4","B"
"9409_2_1.3T2",0,1,553,"post","SPT",4,"sym",1,0,4,7,2,9,1,0,"small single","Trained_Acc",0.001,6.5,6.508,6,1,1,8.776,2.276,0,2.276,NA,"sym4","B"
"9409_2_1.3T2",1,2,563,"post","SPT",4,"sym",1,0,4,6,17,23,1,0,"large double","Trained_Acc",12.503,5.4,17.914,6,1,1,20.564,2.653,0,2.653,NA,"sym4","B"
"9409_2_1.3T2",4,5,557,"post","SPT",4,"sym",1,0,4,3,9,14,2,2,"large single","Trained_Acc",45.32,7.6,52.912,6,2,1,55.079,2.169,0,2.169,NA,"sym4","B"
"9409_2_1.3T2",7,8,559,"post","SPT",4,"sym",1,0,4,13,4,14,2,-3,"small double","Trained_Acc",83.033,4.1,87.112,6,2,1,89.695,2.585,0,2.585,NA,"sym4","B"
"9409_2_1.3T2",10,11,555,"post","SPT",4,"sym",1,0,4,6,4,10,1,0,"small single","Trained_Acc",119.414,7.1,126.506,6,1,1,128.523,2.02,0,2.02,NA,"sym4","B"
"9409_2_1.3T2",13,14,561,"post","SPT",4,"sym",1,0,4,8,12,20,1,0,"small double","Trained_InAcc",154.013,4.7,158.708,6,2,0,161.225,2.519,0,NA,NA,"sym4","B"
"9409_2_1.3T2",2,3,549,"post","SPT",4,"sym",1,0,4,15,4,18,2,-1,"small double","Untrained_Acc",23.908,4.4,28.303,6,2,1,30.937,2.637,0,2.637,NA,"sym4","B"
"9409_2_1.3T2",9,10,547,"post","SPT",4,"sym",1,0,4,2,15,17,1,0,"small double","Untrained_Acc",106.526,6.9,113.403,6,1,1,115.287,1.887,0,1.887,NA,"sym4","B"
"9409_2_1.3T2",11,12,551,"post","SPT",4,"sym",1,0,4,15,8,25,2,2,"large double","Untrained_Acc",132.501,5.2,137.712,6,2,1,142.693,4.984,0,4.984,NA,"sym4","B"
"9409_2_1.3T2",12,13,543,"post","SPT",4,"sym",1,0,4,3,7,10,1,0,"small single","Untrained_Acc",143.706,4.3,148.002,6,1,1,149.919,1.92,0,1.92,NA,"sym4","B"
"9409_2_1.3T2",15,16,541,"post","SPT",4,"sym",1,0,4,3,6,8,2,-1,"small single","Untrained_Acc",175.025,7.1,182.102,6,2,1,184.918,2.819,0,2.819,NA,"sym4","B"
"9409_2_1.3T2",16,17,545,"post","SPT",4,"sym",1,0,4,7,5,12,1,0,"large single","Untrained_Acc",188.112,5.2,193.307,6,1,1,197.707,4.403,0,4.403,NA,"sym4","B"
"9409_2_1.3T2",2,3,535,"post","SPT",4,"sym",2,0,3,17,0,17,1,0,"small double","Control_Acc",24.201,4.3,28.532,6,1,1,29.813,1.283,0,1.283,NA,"sym4","B"
"9409_2_1.3T2",6,7,529,"post","SPT",4,"sym",2,0,3,4,0,4,1,0,"small single","Control_Acc",65.51,7.6,73.12,6,1,1,74.17,1.053,0,1.053,NA,"sym4","B"
"9409_2_1.3T2",7,8,539,"post","SPT",4,"sym",2,0,3,24,0,26,2,2,"large double","Control_Acc",79.129,4.2,83.325,6,2,1,85.326,2.004,0,2.004,NA,"sym4","B"
"9409_2_1.3T2",12,13,531,"post","SPT",4,"sym",2,0,3,9,0,9,1,0,"large single","Control_Acc",138.805,5.6,144.432,6,1,1,145.9,1.47,0,1.47,NA,"sym4","B"
"9409_2_1.3T2",13,14,533,"post","SPT",4,"sym",2,0,3,12,0,9,2,-3,"large single","Control_Acc",150.431,7.5,157.918,6,2,1,159.735,1.82,0,1.82,NA,"sym4","B"
"9409_2_1.3T2",16,17,537,"post","SPT",4,"sym",2,0,3,20,0,20,1,0,"large double","Control_Acc",187.806,4.4,192.227,6,1,1,193.502,1.278,0,1.278,NA,"sym4","B"
"9409_2_1.3T2",1,2,519,"post","SPT",4,"sym",2,0,3,2,8,10,1,0,"small single","Trained_Acc",12.512,5.7,18.207,6,1,1,19.625,1.421,0,1.421,NA,"sym4","B"
"9409_2_1.3T2",3,4,521,"post","SPT",4,"sym",2,0,3,8,4,13,2,1,"large single","Trained_Acc",34.523,4,38.503,6,2,1,40.72,2.219,0,2.219,NA,"sym4","B"
"9409_2_1.3T2",10,11,527,"post","SPT",4,"sym",2,0,3,7,18,23,2,-2,"large double","Trained_Acc",112.213,7.6,119.806,6,2,1,122.723,2.919,0,2.919,NA,"sym4","B"
"9409_2_1.3T2",17,18,523,"post","SPT",4,"sym",2,0,3,3,12,15,1,0,"small double","Trained_Acc",198.229,7.2,205.404,6,1,1,208.104,2.702,0,2.702,NA,"sym4","B"
"9409_2_1.3T2",4,5,517,"post","SPT",4,"sym",2,0,3,3,5,7,2,-1,"small single","Trained_InAcc",44.514,4.9,49.409,6,1,0,54.141,4.735,0,NA,NA,"sym4","B"
"9409_2_1.3T2",11,12,525,"post","SPT",4,"sym",2,0,3,14,8,22,1,0,"large double","Trained_InAcc",125.817,7,132.81,6,NA,0,NA,NA,1,NA,NA,"sym4","B"
"9409_2_1.3T2",8,9,505,"post","SPT",4,"sym",2,0,3,6,2,8,1,0,"small single","Untrained_Acc",89.319,4.4,93.715,6,1,1,96.216,2.504,0,2.504,NA,"sym4","B"
"9409_2_1.3T2",9,10,509,"post","SPT",4,"sym",2,0,3,4,9,14,2,1,"large single","Untrained_Acc",99.709,6.5,106.203,6,2,1,111.717,5.516,0,5.516,NA,"sym4","B"
"9409_2_1.3T2",15,16,511,"post","SPT",4,"sym",2,0,3,14,2,19,2,3,"small double","Untrained_Acc",177.516,4.3,181.811,6,2,1,186.443,4.634,0,4.634,NA,"sym4","B"
"9409_2_1.3T2",0,1,507,"post","SPT",4,"sym",2,0,3,5,4,10,2,1,"small single","Untrained_InAcc",0.001,6.5,6.501,6,1,0,7.853,1.354,0,NA,NA,"sym4","B"
"9409_2_1.3T2",5,6,513,"post","SPT",4,"sym",2,0,3,4,19,26,2,3,"large double","Untrained_InAcc",55.403,4.1,59.516,6,1,0,64.731,5.218,0,NA,NA,"sym4","B"
"9409_2_1.3T2",14,15,515,"post","SPT",4,"sym",2,0,3,16,9,25,1,0,"large double","Untrained_InAcc",163.929,7.6,171.505,6,2,0,176.436,4.934,0,NA,NA,"sym4","B"
"9409_2_1.3T2",3,4,503,"post","SPT",4,"sym",3,0,2,23,0,23,1,0,"large double","Control_Acc",34.503,4,38.533,6,1,1,40.017,1.486,0,1.486,NA,"sym4","B"
"9409_2_1.3T2",7,8,497,"post","SPT",4,"sym",3,0,2,10,0,10,1,0,"large single","Control_Acc",79.109,4.2,83.321,6,1,1,84.406,1.087,0,1.087,NA,"sym4","B"
"9409_2_1.3T2",8,9,493,"post","SPT",4,"sym",3,0,2,3,0,1,2,-2,"small single","Control_Acc",89.332,4.4,93.728,6,2,1,94.912,1.187,0,1.187,NA,"sym4","B"
"9409_2_1.3T2",12,13,501,"post","SPT",4,"sym",3,0,2,18,0,17,2,-1,"small double","Control_Acc",138.801,5.6,144.427,6,2,1,146.445,2.021,0,2.021,NA,"sym4","B"
"9409_2_1.3T2",13,14,499,"post","SPT",4,"sym",3,0,2,15,0,18,2,3,"small double","Control_Acc",150.422,7.5,157.931,6,2,1,159.682,1.754,0,1.754,NA,"sym4","B"
"9409_2_1.3T2",17,18,495,"post","SPT",4,"sym",3,0,2,7,0,6,2,-1,"small single","Control_Acc",198.208,7.2,205.417,6,2,1,207.534,2.119,0,2.119,NA,"sym4","B"
"9409_2_1.3T2",1,2,483,"post","SPT",4,"sym",3,0,2,6,7,13,1,0,"large single","Trained_Acc",12.508,5.7,18.203,6,1,1,20.936,2.735,0,2.735,NA,"sym4","B"
"9409_2_1.3T2",2,3,487,"post","SPT",4,"sym",3,0,2,3,15,18,1,0,"small double","Trained_Acc",24.213,4.3,28.509,6,1,1,32.807,4.3,0,4.3,NA,"sym4","B"
"9409_2_1.3T2",4,5,485,"post","SPT",4,"sym",3,0,2,7,8,16,2,1,"large single","Trained_Acc",44.526,4.9,49.405,6,2,1,55.102,5.699,0,5.699,NA,"sym4","B"
"9409_2_1.3T2",9,10,489,"post","SPT",4,"sym",3,0,2,16,4,20,1,0,"small double","Trained_Acc",99.738,6.5,106.215,6,1,1,108.483,2.27,0,2.27,NA,"sym4","B"
"9409_2_1.3T2",16,17,481,"post","SPT",4,"sym",3,0,2,4,3,10,2,3,"small single","Trained_Acc",187.802,4.4,192.214,6,2,1,194.998,2.786,0,2.786,NA,"sym4","B"
"9409_2_1.3T2",10,11,491,"post","SPT",4,"sym",3,0,2,15,9,24,1,0,"large double","Trained_InAcc",112.21,7.6,119.802,6,NA,0,NA,NA,1,NA,NA,"sym4","B"
"9409_2_1.3T2",0,1,479,"post","SPT",4,"sym",3,0,2,6,18,26,2,2,"large double","Untrained_Acc",0.001,6.5,6.514,6,2,1,8.931,2.42,0,2.42,NA,"sym4","B"
"9409_2_1.3T2",5,6,477,"post","SPT",4,"sym",3,0,2,7,13,20,1,0,"small double","Untrained_Acc",55.416,4.1,59.512,6,1,1,62.878,3.369,0,3.369,NA,"sym4","B"
"9409_2_1.3T2",6,7,475,"post","SPT",4,"sym",3,0,2,12,6,18,1,0,"small double","Untrained_Acc",65.506,7.6,73.115,6,1,1,77.28,4.168,0,4.168,NA,"sym4","B"
"9409_2_1.3T2",11,12,473,"post","SPT",4,"sym",3,0,2,9,6,13,2,-2,"large single","Untrained_Acc",125.813,7,132.807,6,2,1,135.622,2.818,0,2.818,NA,"sym4","B"
"9409_2_1.3T2",15,16,469,"post","SPT",4,"sym",3,0,2,2,5,4,2,-3,"small single","Untrained_Acc",177.513,4.3,181.807,6,2,1,183.958,2.153,0,2.153,NA,"sym4","B"
"9409_2_1.3T2",14,15,471,"post","SPT",4,"sym",3,0,2,8,5,13,1,0,"large single","Untrained_InAcc",163.925,7.6,171.501,6,2,0,175.883,4.384,0,NA,NA,"sym4","B"
"9409_2_1.3T2",3,4,461,"post","SPT",4,"sym",4,0,1,11,0,11,1,0,"large single","Control_Acc",34.513,4,38.539,6,1,1,39.745,1.21,0,1.21,NA,"sym4","B"
"9409_2_1.3T2",6,7,459,"post","SPT",4,"sym",4,0,1,6,0,6,1,0,"small single","Control_Acc",65.516,7.6,73.145,6,1,1,74.626,1.484,0,1.484,NA,"sym4","B"
"9409_2_1.3T2",7,8,467,"post","SPT",4,"sym",4,0,1,22,0,20,2,-2,"large double","Control_Acc",79.14,4.2,83.354,6,2,1,84.533,1.183,0,1.183,NA,"sym4","B"
"9409_2_1.3T2",13,14,457,"post","SPT",4,"sym",4,0,1,2,0,1,2,-1,"small single","Control_Acc",150.415,7.5,157.94,6,2,1,158.91,0.975,0,0.975,NA,"sym4","B"
"9409_2_1.3T2",14,15,463,"post","SPT",4,"sym",4,0,1,14,0,14,1,0,"small double","Control_Acc",163.934,7.6,171.552,6,1,1,172.664,1.116,0,1.116,NA,"sym4","B"
"9409_2_1.3T2",16,17,465,"post","SPT",4,"sym",4,0,1,19,0,19,1,0,"small double","Control_Acc",187.812,4.4,192.247,6,1,1,193.509,1.267,0,1.267,NA,"sym4","B"
"9409_2_1.3T2",1,2,455,"post","SPT",4,"sym",4,0,1,19,8,28,2,1,"large double","Trained_Acc",12.502,5.7,18.212,6,2,1,20.482,2.274,0,2.274,NA,"sym4","B"
"9409_2_1.3T2",2,3,447,"post","SPT",4,"sym",4,0,1,9,5,14,1,0,"large single","Trained_Acc",24.207,4.3,28.503,6,1,1,30.156,1.658,0,1.658,NA,"sym4","B"
"9409_2_1.3T2",10,11,449,"post","SPT",4,"sym",4,0,1,9,8,17,1,0,"large single","Trained_Acc",112.203,7.6,119.812,6,1,1,121.732,1.924,0,1.924,NA,"sym4","B"
"9409_2_1.3T2",11,12,445,"post","SPT",4,"sym",4,0,1,2,3,6,2,1,"small single","Trained_Acc",125.806,7,132.816,6,2,1,134.586,1.775,0,1.775,NA,"sym4","B"
"9409_2_1.3T2",4,5,453,"post","SPT",4,"sym",4,0,1,3,19,21,2,-1,"large double","Trained_InAcc",44.538,4.9,49.415,6,1,0,52.65,3.24,0,NA,NA,"sym4","B"
"9409_2_1.3T2",15,16,451,"post","SPT",4,"sym",4,0,1,12,7,19,1,0,"small double","Trained_InAcc",177.542,4.3,181.801,6,2,0,184.636,2.839,0,NA,NA,"sym4","B"
"9409_2_1.3T2",0,1,435,"post","SPT",4,"sym",4,0,1,6,8,15,2,1,"large single","Untrained_Acc",0.001,6.5,6.507,6,2,1,10.592,4.088,0,4.088,NA,"sym4","B"
"9409_2_1.3T2",5,6,433,"post","SPT",4,"sym",4,0,1,4,2,6,1,0,"small single","Untrained_Acc",55.41,4.1,59.505,6,1,1,61.74,2.24,0,2.24,NA,"sym4","B"
"9409_2_1.3T2",8,9,439,"post","SPT",4,"sym",4,0,1,3,16,21,2,2,"small double","Untrained_Acc",89.344,4.4,93.705,6,2,1,97.156,3.455,0,3.455,NA,"sym4","B"
"9409_2_1.3T2",9,10,437,"post","SPT",4,"sym",4,0,1,7,9,17,2,1,"large single","Untrained_Acc",99.715,6.5,106.209,6,2,1,110.793,4.589,0,4.589,NA,"sym4","B"
"9409_2_1.3T2",12,13,441,"post","SPT",4,"sym",4,0,1,15,7,19,2,-3,"large double","Untrained_Acc",138.81,5.6,144.404,6,2,1,148.705,4.305,0,4.305,NA,"sym4","B"
"9409_2_1.3T2",17,18,443,"post","SPT",4,"sym",4,0,1,9,17,26,1,0,"large double","Untrained_InAcc",198.242,7.2,205.411,6,2,0,210.344,4.938,0,NA,NA,"sym4","B"
"9409_2_1.3T2",2,3,251,"post","SPT",2,"sym",NA,1,3,24,0,24,1,0,"large double","Control_Acc",24.209,4.3,28.521,6,1,1,30.072,1.553,0,1.553,2,"sym2","B"
